Model,Accuracy,Weighted Precision,Weighted Recall,Weighted F1,Macro Precision,Macro Recall,Macro F1,Prediction Time (sec)
SMOTE-Enhanced Stacking Ensemble,0.9964144377300652,0.9967323441635426,0.9964144377300652,0.996537611541917,0.831279868223964,0.8562873389457246,0.8340031193808104,0.07493305206298828
