Configuration,Accuracy,Weighted F1,Macro F1,Training Time (min)
RF_Config_1,0.9961279947736724,0.996380712223605,0.7994832243065403,0.07144078016281127
RF_Config_2,0.9955174189982035,0.9960034602399538,0.7763826932860555,0.06889777183532715
RF_Config_3,0.9954219380127391,0.9959231833276572,0.78102877873403,0.06889108022054037
